iter	Logloss
0	0.4675828363
1	0.3423331498
2	0.2657340232
3	0.2127261038
4	0.1820194851
5	0.1519375329
6	0.1357829251
7	0.1203567987
8	0.111112729
9	0.1006134547
10	0.09528903218
11	0.08921508617
12	0.08193585511
13	0.07669212931
14	0.07348005169
15	0.07044637915
16	0.06609348767
17	0.06348729118
18	0.06144238237
19	0.05816486108
20	0.05611953955
21	0.05385300521
22	0.05212417085
23	0.05056126628
24	0.04828000944
25	0.04647251023
26	0.04462680209
27	0.04335817693
28	0.04143748423
29	0.04019324325
30	0.03869498005
31	0.03756357757
32	0.03627664157
33	0.03545992266
34	0.0345663246
35	0.03297046693
36	0.03168129587
37	0.03068151881
38	0.02945458884
39	0.02892009197
40	0.028072251
41	0.02712702085
42	0.02655166128
43	0.02569698036
44	0.02488532374
45	0.02423410746
46	0.02344522642
47	0.02259384801
48	0.02193406637
49	0.02132963565
50	0.02084840222
51	0.02043003794
52	0.02017695804
53	0.01945618593
54	0.01912138467
55	0.0185135694
56	0.01820400652
57	0.01768192994
58	0.01733158766
59	0.0169251557
60	0.01645805515
61	0.0161918842
62	0.0157026916
63	0.01551478813
64	0.01525247316
65	0.01493744048
66	0.0145874437
67	0.01436330025
68	0.01402717341
69	0.01372129147
70	0.01323549831
71	0.01284019257
72	0.01250647298
73	0.01224685943
74	0.01192005035
75	0.01171903054
76	0.01137238572
77	0.01124232084
78	0.01084448751
79	0.01042916241
80	0.0101622501
81	0.009918800891
82	0.009755698043
83	0.009623039254
84	0.009441106659
85	0.009273071564
86	0.00908759498
87	0.009029438077
88	0.008951153195
89	0.008789902883
90	0.008636188801
91	0.008553101107
92	0.008474900425
93	0.008173724269
94	0.008116788405
95	0.007976341375
96	0.007813678731
97	0.00761451703
98	0.007505892279
99	0.007350598171
100	0.007279724338
101	0.007158580701
102	0.007013690185
103	0.006952579973
104	0.006897929552
105	0.00676949803
106	0.006586396711
107	0.006452073824
108	0.00636186628
109	0.006233152623
110	0.006200523016
111	0.006142652206
112	0.006061670142
113	0.005975857568
114	0.005872415291
115	0.005816217669
116	0.00579530313
117	0.00571494151
118	0.005581989342
119	0.005456931763
120	0.005380049911
121	0.005314276776
122	0.005242923334
123	0.005162766101
124	0.005103982106
125	0.005039245324
126	0.005001916516
127	0.004950165886
128	0.00486462747
129	0.004805840705
130	0.004786516969
131	0.00471063486
132	0.004689544168
133	0.004648125859
134	0.004582277565
135	0.004568528676
136	0.004520625577
137	0.004441164466
138	0.004362814492
139	0.004264602401
140	0.004248727585
141	0.004224170165
142	0.004192294275
143	0.004117770236
144	0.004005148839
145	0.003938099078
146	0.003938099078
147	0.003938099078
148	0.003938099078
149	0.003938074385
150	0.003938039186
151	0.003938039186
152	0.003938039186
153	0.003938021642
154	0.003938021642
155	0.003938021642
156	0.003938021642
157	0.003938021642
158	0.003938021642
159	0.003913355473
160	0.003893109448
161	0.003858927353
162	0.003814375221
163	0.003814352354
164	0.003814331186
165	0.003814330134
166	0.003814308377
167	0.003814301352
168	0.003814290274
169	0.003756428157
170	0.003756428157
171	0.003712383718
172	0.003690991902
173	0.003690986448
174	0.003674489212
175	0.003640415369
176	0.00359772912
177	0.003553342184
178	0.003476458457
179	0.003438340953
180	0.003404279731
181	0.003350938009
182	0.003350938009
183	0.003315738247
184	0.003261878548
185	0.003261878548
186	0.00325527365
187	0.003213306826
188	0.003179354572
189	0.003131854768
190	0.003054286264
191	0.003025135142
192	0.003010058793
193	0.002934791447
194	0.002926548948
195	0.002926528787
196	0.002926516209
197	0.002926499387
198	0.00292648417
199	0.002926450197
200	0.002926429744
201	0.002926412783
202	0.00292640041
203	0.002926390141
204	0.002926376731
205	0.002926367993
206	0.002926343493
207	0.002926335997
208	0.002926332875
209	0.002926320693
210	0.002926310024
211	0.002926293627
212	0.002926294605
213	0.002926281541
214	0.002926266644
215	0.002926259022
216	0.002926255503
217	0.002926219463
218	0.002926208308
219	0.002926198064
220	0.002926178652
221	0.00292616156
222	0.002926164314
223	0.00292615593
224	0.002926145972
225	0.002926138711
226	0.002926131972
227	0.00292611857
228	0.002926099588
229	0.002926099468
230	0.002926086442
231	0.002926065225
232	0.002926055802
233	0.002926055802
234	0.002926055802
235	0.002926055802
236	0.002926055802
237	0.002926055802
238	0.002926055802
239	0.002926055802
240	0.002926055802
241	0.002926055802
242	0.002926055802
243	0.002926047671
244	0.002926052436
245	0.002926025945
246	0.002926025945
247	0.002926025945
248	0.002926025945
249	0.002926025945
250	0.002926013341
251	0.002926013341
252	0.002926013341
253	0.002926013341
254	0.002926013341
255	0.002926013341
256	0.002926013341
257	0.002926013341
258	0.002926013341
259	0.002926013341
260	0.002926013341
261	0.002926013341
262	0.002926013341
263	0.002926013341
264	0.002926013341
265	0.002926013341
266	0.002926013341
267	0.002925983676
268	0.002925985244
269	0.002925976941
270	0.002925960446
271	0.00292595649
272	0.002925945952
273	0.002925939135
274	0.002925939135
275	0.002925939135
276	0.002925939135
277	0.002925939135
278	0.002925939135
279	0.002925939135
280	0.002925939135
281	0.002925939135
282	0.002925939135
283	0.002925939135
284	0.002925939135
285	0.002925939135
286	0.002925939135
287	0.002925939135
288	0.002925939135
289	0.002925939135
290	0.002925939135
291	0.002925939135
292	0.002925939135
293	0.002925939135
294	0.002925939135
295	0.002925939135
296	0.002925939135
